Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,Fechamento,Abertura_Lag1,Máxima_Lag1,Mínima_Lag1,Volume_Lag1,Fechamento_Lag1,Variação_Dia_Anterior_Lag1
2006-07-17,34.866,35.344,35.469,34.814,67460000.0,-1.37,0,35.353,35.651,35.001,57670000.0,0.0,0.0030000000000001137
2006-07-18,35.13,34.871,35.311,34.591,85040000.0,0.76,1,35.344,35.469,34.814,67460000.0,0.0,0.47800000000000153
2006-07-19,36.785,35.136,36.785,35.136,155670000.0,4.71,1,34.871,35.311,34.591,85040000.0,1.0,-0.25900000000000034
2006-07-20,35.847,36.786,37.043,35.847,83300000.0,-2.55,0,35.136,36.785,35.136,155670000.0,1.0,-1.6489999999999938
2006-07-21,35.51,35.847,36.144,35.307,80680000.0,-0.94,0,36.786,37.043,35.847,83300000.0,0.0,0.9390000000000001
2006-07-24,36.224,35.525,36.283,35.525,79440000.0,2.01,1,35.847,36.144,35.307,80680000.0,0.0,0.3370000000000033
2006-07-25,36.681,36.223,36.709,36.011,127240000.0,1.26,1,35.525,36.283,35.525,79440000.0,1.0,-0.6989999999999981
2006-07-26,36.594,36.681,36.951,36.475,73270000.0,-0.24,0,36.223,36.709,36.011,127240000.0,1.0,-0.4579999999999984
2006-07-27,36.888,36.595,37.112,36.593,72160000.0,0.8,1,36.681,36.951,36.475,73270000.0,0.0,0.08699999999999619
2006-07-28,37.381,36.886,37.522,36.841,126320000.0,1.34,1,36.595,37.112,36.593,72160000.0,1.0,-0.29299999999999926
2006-07-31,37.077,37.381,37.399,37.077,66819999.99999999,-0.81,0,36.886,37.522,36.841,126320000.0,1.0,-0.49499999999999744
2006-08-01,36.839,37.077,37.084,36.536,83480000.0,-0.64,0,37.381,37.399,37.077,66819999.99999999,0.0,0.30400000000000205
2006-08-02,37.288,36.843,37.481,36.834,102120000.0,1.22,1,37.077,37.084,36.536,83480000.0,0.0,0.23799999999999955
2006-08-03,37.451,37.288,37.688,36.893,77650000.0,0.44,1,36.843,37.481,36.834,102120000.0,1.0,-0.4449999999999932
2006-08-04,37.848,37.462,38.172,37.462,73280000.0,1.06,1,37.288,37.688,36.893,77650000.0,1.0,-0.1630000000000038
2006-08-07,37.698,37.845,37.879,37.518,65290000.00000001,-0.4,0,37.462,38.172,37.462,73280000.0,1.0,-0.3859999999999957
2006-08-08,37.6,37.699,38.081,37.532,101670000.0,-0.26,0,37.845,37.879,37.518,65290000.00000001,0.0,0.14699999999999847
2006-08-09,37.255,37.602,38.086,37.18,112210000.0,-0.92,0,37.699,38.081,37.532,101670000.0,0.0,0.09899999999999665
2006-08-10,37.354,37.255,37.423,36.929,100390000.0,0.27,1,37.602,38.086,37.18,112210000.0,0.0,0.3469999999999942
2006-08-11,36.944,37.354,37.502,36.886,74680000.0,-1.1,0,37.255,37.423,36.929,100390000.0,1.0,-0.09899999999999665
2006-08-14,36.557,36.95,37.184,36.49,71850000.0,-1.05,0,37.354,37.502,36.886,74680000.0,0.0,0.4099999999999966
2006-08-15,37.296,36.559,37.417,36.559,114350000.0,2.02,1,36.95,37.184,36.49,71850000.0,0.0,0.3930000000000007
2006-08-16,37.678,37.296,37.697,37.21,242520000.0,1.02,1,36.559,37.417,36.559,114350000.0,1.0,-0.7370000000000019
2006-08-17,37.559,37.451,38.022,37.402,106440000.0,-0.32,0,37.296,37.697,37.21,242520000.0,1.0,-0.3819999999999979
2006-08-18,37.552,37.559,37.589,37.178,76320000.0,-0.02,0,37.451,38.022,37.402,106440000.0,0.0,-0.10799999999999699
2006-08-21,37.161,37.55,37.55,37.139,115890000.0,-1.04,0,37.559,37.589,37.178,76320000.0,0.0,0.006999999999997897
2006-08-22,36.678,37.161,37.255,36.511,86330000.0,-1.3,0,37.55,37.55,37.139,115890000.0,0.0,0.3889999999999958
2006-08-23,35.512,36.675,36.69,35.512,145260000.0,-3.18,0,37.161,37.255,36.511,86330000.0,0.0,0.4830000000000041
2006-08-24,35.797,35.514,35.872,35.123,89260000.0,0.8,1,36.675,36.69,35.512,145260000.0,0.0,1.1629999999999967
2006-08-25,35.958,35.795,36.128,35.586,89310000.0,0.45,1,35.514,35.872,35.123,89260000.0,1.0,-0.28299999999999415
2006-08-28,36.375,35.958,36.389,35.649,78680000.0,1.16,1,35.795,36.128,35.586,89310000.0,1.0,-0.1629999999999967
2006-08-29,36.304,36.384,36.617,36.013,59390000.0,-0.2,0,35.958,36.389,35.649,78680000.0,1.0,-0.4170000000000016
2006-08-30,36.313,36.303,36.52,36.125,144240000.0,0.02,1,36.384,36.617,36.013,59390000.0,0.0,0.0799999999999983
2006-08-31,36.232,36.313,36.606,36.013,152050000.0,-0.22,0,36.303,36.52,36.125,144240000.0,1.0,-0.010000000000005116
2006-09-01,37.329,36.232,37.329,36.232,98950000.0,3.03,1,36.313,36.606,36.013,152050000.0,0.0,0.08100000000000307
2006-09-04,37.693,37.33,37.739,37.287,83710000.0,0.98,1,36.232,37.329,36.232,98950000.0,1.0,-1.0970000000000013
2006-09-05,37.368,37.693,37.693,37.271,104150000.0,-0.86,0,37.33,37.739,37.287,83710000.0,1.0,-0.36299999999999955
2006-09-06,36.71,37.368,37.368,36.71,99020000.0,-1.76,0,37.693,37.693,37.271,104150000.0,0.0,0.32499999999999574
2006-09-08,36.558,36.705,36.725,36.495,80360000.0,-0.41,0,37.368,37.368,36.71,99020000.0,0.0,0.6580000000000013
2006-09-11,35.772,36.561,36.561,35.666,158480000.0,-2.15,0,36.705,36.725,36.495,80360000.0,0.0,0.14699999999999847
2006-09-12,36.147,35.777,36.147,35.626,127770000.0,1.05,1,36.561,36.561,35.666,158480000.0,0.0,0.7890000000000015
2006-09-13,36.55,36.147,36.726,36.034,142780000.0,1.11,1,35.777,36.147,35.626,127770000.0,1.0,-0.36999999999999744
2006-09-14,36.154,36.548,36.68,36.087,91090000.0,-1.08,0,36.147,36.726,36.034,142780000.0,1.0,-0.4029999999999987
2006-09-15,36.17,36.154,36.469,35.878,81900000.0,0.04,1,36.548,36.68,36.087,91090000.0,0.0,0.39399999999999835
2006-09-18,36.483,36.168,36.67,36.134,68700000.0,0.87,1,36.154,36.469,35.878,81900000.0,1.0,-0.015999999999998238
2006-09-19,35.886,36.477,36.487,35.555,115660000.0,-1.64,0,36.168,36.67,36.134,68700000.0,1.0,-0.3149999999999977
2006-09-20,35.197,35.889,36.069,34.928,153830000.0,-1.92,0,36.477,36.487,35.555,115660000.0,0.0,0.590999999999994
2006-09-21,34.83,35.199,35.332,34.624,198930000.0,-1.04,0,35.889,36.069,34.928,153830000.0,0.0,0.6920000000000002
2006-09-22,34.799,34.829,34.897,34.397,131280000.0,-0.09,0,35.199,35.332,34.624,198930000.0,0.0,0.3689999999999998
2006-09-25,34.973,34.803,35.054,34.127,126960000.0,0.5,1,34.829,34.897,34.397,131280000.0,0.0,0.030000000000001137
2006-09-26,35.819,34.972,35.827,34.972,121510000.0,2.42,1,34.803,35.054,34.127,126960000.0,1.0,-0.1700000000000017
2006-09-27,36.106,35.817,36.114,35.611,152450000.0,0.8,1,34.972,35.827,34.972,121510000.0,1.0,-0.8470000000000013
2006-09-28,36.486,36.105,36.487,36.031,124880000.0,1.05,1,35.817,36.114,35.611,152450000.0,1.0,-0.2890000000000015
2006-09-29,36.449,36.486,36.57,36.261,128960000.00000001,-0.1,0,36.105,36.487,36.031,124880000.0,1.0,-0.3810000000000002
2006-10-02,37.058,36.45,37.317,36.45,149990000.0,1.67,1,36.486,36.57,36.261,128960000.00000001,0.0,0.036999999999999034
2006-10-03,36.438,37.057,37.057,36.438,121790000.0,-1.67,0,36.45,37.317,36.45,149990000.0,1.0,-0.607999999999997
2006-10-04,37.749,36.441,37.78,36.441,201050000.0,3.6,1,37.057,37.057,36.438,121790000.0,0.0,0.6189999999999998
2006-10-05,37.977,37.75,38.205,37.624,147090000.0,0.6,1,36.441,37.78,36.441,201050000.0,1.0,-1.3079999999999998
2006-10-06,37.94,37.976,37.976,37.493,88620000.0,-0.1,0,37.75,38.205,37.624,147090000.0,1.0,-0.22699999999999676
2006-10-09,38.406,37.93,38.626,37.736,111500000.0,1.23,1,37.976,37.976,37.493,88620000.0,0.0,0.036000000000001364
2006-10-10,38.655,38.411,38.778,38.407,119440000.0,0.65,1,37.93,38.626,37.736,111500000.0,1.0,-0.4759999999999991
2006-10-11,38.322,38.652,38.652,38.091,87990000.0,-0.86,0,38.411,38.778,38.407,119440000.0,1.0,-0.24399999999999977
2006-10-13,38.85,38.328,39.177,38.328,112580000.0,1.38,1,38.652,38.652,38.091,87990000.0,0.0,0.3299999999999983
2006-10-16,39.229,38.852,39.261,38.672,110700000.0,0.98,1,38.328,39.177,38.328,112580000.0,1.0,-0.5219999999999985
2006-10-17,38.898,39.226,39.226,38.672,88850000.0,-0.84,0,38.852,39.261,38.672,110700000.0,1.0,-0.37700000000000244
2006-10-18,38.686,38.898,39.446,38.557,208400000.0,-0.55,0,39.226,39.226,38.672,88850000.0,0.0,0.32799999999999585
2006-10-19,38.92,38.595,38.94,38.561,3890000.0,0.6,1,38.898,39.446,38.557,208400000.0,0.0,0.2120000000000033
2006-10-20,38.643,38.919,38.958,38.44,71730000.0,-0.71,0,38.595,38.94,38.561,3890000.0,1.0,-0.32500000000000284
2006-10-23,39.227,38.643,39.227,38.273,101060000.0,1.51,1,38.919,38.958,38.44,71730000.0,0.0,0.27599999999999625
2006-10-24,39.499,39.227,39.552,39.091,74330000.0,0.69,1,38.643,39.227,38.273,101060000.0,1.0,-0.5839999999999961
2006-10-25,39.563,39.499,39.721,39.341,122630000.0,0.16,1,39.227,39.552,39.091,74330000.0,1.0,-0.27200000000000557
2006-10-26,39.645,39.563,39.843,39.365,98570000.0,0.21,1,39.499,39.721,39.341,122630000.0,1.0,-0.06400000000000006
2006-10-27,39.328,39.64,39.746,39.293,115170000.0,-0.8,0,39.563,39.843,39.365,98570000.0,1.0,-0.08200000000000074
2006-10-30,38.9,39.327,39.34,38.681,94530000.0,-1.09,0,39.64,39.746,39.293,115170000.0,0.0,0.3119999999999976
2006-10-31,39.263,38.9,39.263,38.88,166830000.0,0.93,1,39.327,39.34,38.681,94530000.0,0.0,0.4269999999999996
2006-11-01,39.93,39.279,40.104,39.279,151360000.0,1.7,1,38.9,39.263,38.88,166830000.0,1.0,-0.36299999999999955
2006-11-03,40.435,39.93,40.482,39.924,160850000.0,1.26,1,39.279,40.104,39.279,151360000.0,1.0,-0.6509999999999962
2006-11-06,41.247,40.437,41.256,40.437,171530000.0,2.01,1,39.93,40.482,39.924,160850000.0,1.0,-0.5050000000000026
2006-11-07,41.048,41.247,41.402,40.863,129699999.99999999,-0.48,0,40.437,41.256,40.437,171530000.0,1.0,-0.8100000000000023
2006-11-08,41.334,41.042,41.345,40.624,142110000.0,0.7,1,41.247,41.402,40.863,129699999.99999999,0.0,0.19899999999999807
2006-11-09,40.815,41.334,41.813,40.657,140120000.0,-1.26,0,41.042,41.345,40.624,142110000.0,1.0,-0.2920000000000016
2006-11-10,40.72,40.815,40.942,40.322,163280000.0,-0.23,0,41.334,41.813,40.657,140120000.0,0.0,0.5190000000000055
2006-11-13,40.606,40.724,40.724,40.038,116860000.0,-0.28,0,40.815,40.942,40.322,163280000.0,0.0,0.09499999999999886
2006-11-14,41.291,40.607,41.342,40.607,141770000.0,1.69,1,40.724,40.724,40.038,116860000.0,0.0,0.117999999999995
2006-11-16,41.162,41.296,41.781,41.153,157410000.0,-0.31,0,40.607,41.342,40.607,141770000.0,1.0,-0.6839999999999975
2006-11-17,41.029,41.164,41.164,40.482,117270000.0,-0.32,0,41.296,41.781,41.153,157410000.0,0.0,0.13400000000000034
2006-11-21,41.57,41.029,41.57,40.986,118530000.0,1.32,1,41.164,41.164,40.482,117270000.0,0.0,0.134999999999998
2006-11-22,41.913,41.579,41.951,41.308,109890000.0,0.83,1,41.029,41.57,40.986,118530000.0,1.0,-0.5409999999999968
2006-11-23,42.07,41.913,42.308,41.913,91750000.0,0.37,1,41.579,41.951,41.308,109890000.0,1.0,-0.3339999999999961
2006-11-24,41.758,42.071,42.071,41.468,92540000.0,-0.74,0,41.913,42.308,41.913,91750000.0,1.0,-0.15700000000000358
2006-11-27,40.915,41.758,41.758,40.722,159520000.0,-2.02,0,42.071,42.071,41.468,92540000.0,0.0,0.3129999999999953
2006-11-28,41.043,40.915,41.083,40.428,955370000.0,0.31,1,41.758,41.758,40.722,159520000.0,0.0,0.8430000000000035
2006-11-29,41.97,41.041,41.988,41.041,146200000.0,2.26,1,40.915,41.083,40.428,955370000.0,1.0,-0.1280000000000001
2006-11-30,41.932,41.971,42.175,41.497,141200000.0,-0.09,0,41.041,41.988,41.041,146200000.0,1.0,-0.929000000000002
2006-12-01,41.327,41.93,42.095,41.192,84180000.0,-1.44,0,41.971,42.175,41.497,141200000.0,0.0,0.03899999999999437
2006-12-04,42.654,41.329,42.66,41.282,86580000.0,3.21,1,41.93,42.095,41.192,84180000.0,0.0,0.6030000000000015
2006-12-05,43.157,42.652,43.261,42.636,97890000.0,1.18,1,41.329,42.66,41.282,86580000.0,1.0,-1.3250000000000028
2006-12-06,43.096,43.158,43.422,42.831,87840000.0,-0.14,0,42.652,43.261,42.636,97890000.0,1.0,-0.5049999999999955
2006-12-07,42.909,43.097,43.506,42.758,81580000.0,-0.43,0,43.158,43.422,42.831,87840000.0,0.0,0.06200000000000472
2006-12-08,42.978,42.91,43.303,42.818,66400000.00000001,0.16,1,43.097,43.506,42.758,81580000.0,0.0,0.1880000000000024
2006-12-11,43.297,42.968,43.432,42.968,99180000.0,0.74,1,42.91,43.303,42.818,66400000.00000001,1.0,-0.06800000000000495
2006-12-12,43.018,43.297,43.297,42.794,94210000.0,-0.64,0,42.968,43.432,42.968,99180000.0,1.0,-0.3289999999999935
2006-12-13,43.285,43.026,43.394,42.783,194330000.0,0.62,1,43.297,43.297,42.794,94210000.0,0.0,0.27899999999999636
2006-12-14,43.755,43.291,43.797,43.291,155100000.0,1.09,1,43.026,43.394,42.783,194330000.0,1.0,-0.25899999999999324
2006-12-15,43.596,43.755,44.263,43.447,140260000.0,-0.36,0,43.291,43.797,43.291,155100000.0,1.0,-0.46400000000000574
2006-12-18,43.509,43.596,44.048,43.4,138330000.0,-0.2,0,43.755,44.263,43.447,140260000.0,0.0,0.15900000000000603
2006-12-19,43.59,43.038,43.59,42.891,119390000.0,0.19,1,43.596,44.048,43.4,138330000.0,0.0,0.08699999999999619
2006-12-20,43.502,43.592,43.946,43.379,111490000.0,-0.2,0,43.038,43.59,42.891,119390000.0,1.0,-0.5520000000000067
2006-12-21,43.385,43.505,43.689,43.1,80740000.0,-0.27,0,43.592,43.946,43.379,111490000.0,0.0,0.0899999999999963
2006-12-22,43.356,43.385,43.602,43.125,65730000.00000001,-0.07,0,43.505,43.689,43.1,80740000.0,0.0,0.12000000000000455
2006-12-26,43.603,43.356,43.611,43.356,47330000.0,0.57,1,43.385,43.602,43.125,65730000.00000001,0.0,0.028999999999996362
2006-12-27,44.526,43.602,44.526,43.602,101320000.0,2.12,1,43.356,43.611,43.356,47330000.0,1.0,-0.2469999999999999
2006-12-28,44.474,44.526,44.675,44.373,113110000.0,-0.12,0,43.602,44.526,43.602,101320000.0,1.0,-0.9240000000000066
2007-01-02,45.383,44.476,45.388,44.476,75560000.0,2.04,1,44.526,44.675,44.373,113110000.0,0.0,0.05200000000000671
2007-01-03,44.445,45.379,45.379,44.284,122370000.0,-2.07,0,44.476,45.388,44.476,75560000.0,1.0,-0.9070000000000036
2007-01-04,44.02,44.442,44.442,43.623,86580000.0,-0.96,0,45.379,45.379,44.284,122370000.0,0.0,0.9339999999999975
2007-01-05,42.245,44.019,44.081,42.16,164060000.0,-4.03,0,44.442,44.442,43.623,86580000.0,0.0,0.42199999999999704
2007-01-08,42.83,42.249,42.926,42.144,114010000.0,1.38,1,44.019,44.081,42.16,164060000.0,0.0,1.774000000000001
2007-01-09,42.007,42.831,43.001,41.438,112990000.0,-1.92,0,42.249,42.926,42.144,114010000.0,1.0,-0.580999999999996
2007-01-10,42.336,42.001,42.336,41.266,110760000.0,0.78,1,42.831,43.001,41.438,112990000.0,0.0,0.8240000000000052
2007-01-11,42.67,42.336,43.128,41.94,84170000.0,0.79,1,42.001,42.336,41.266,110760000.0,1.0,-0.33500000000000085
2007-01-12,43.095,42.669,43.188,42.526,96840000.0,1.0,1,42.336,43.128,41.94,84170000.0,1.0,-0.3340000000000032
2007-01-15,42.919,43.095,43.473,42.875,45030000.0,-0.41,0,42.669,43.188,42.526,96840000.0,1.0,-0.42600000000000193
2007-01-16,42.624,42.916,42.916,42.415,93090000.0,-0.69,0,43.095,43.473,42.875,45030000.0,0.0,0.17600000000000193
2007-01-17,42.735,42.626,42.93,42.252,73000000.0,0.26,1,42.916,42.916,42.415,93090000.0,0.0,0.2919999999999945
2007-01-18,42.478,42.741,43.402,42.407,97200000.0,-0.6,0,42.626,42.93,42.252,73000000.0,1.0,-0.10900000000000176
2007-01-19,43.428,42.477,43.428,42.477,651000000.0,2.24,1,42.741,43.402,42.407,97200000.0,0.0,0.2629999999999981
2007-01-22,43.553,43.431,43.879,43.183,70800000.0,0.29,1,42.477,43.428,42.477,651000000.0,1.0,-0.9510000000000005
2007-01-23,44.177,43.549,44.243,43.432,109920000.0,1.43,1,43.431,43.879,43.183,70800000.0,1.0,-0.12199999999999989
2007-01-24,44.687,44.177,44.808,44.041,114650000.0,1.15,1,43.549,44.243,43.432,109920000.0,1.0,-0.6280000000000001
2007-01-26,44.412,44.687,44.687,43.87,102460000.0,-0.62,0,44.177,44.808,44.041,114650000.0,1.0,-0.509999999999998
2007-01-29,43.573,44.414,44.435,43.555,95140000.0,-1.89,0,44.687,44.687,43.87,102460000.0,0.0,0.2749999999999986
2007-01-30,44.044,43.573,44.065,43.508,110700000.0,1.08,1,44.414,44.435,43.555,95140000.0,0.0,0.8410000000000011
2007-01-31,44.642,44.046,44.643,43.824,131509999.99999999,1.36,1,43.573,44.065,43.508,110700000.0,1.0,-0.47099999999999653
2007-02-01,44.815,44.642,45.212,44.642,120500000.0,0.39,1,44.046,44.643,43.824,131509999.99999999,1.0,-0.5960000000000036
2007-02-02,44.998,44.815,45.204,44.597,106510000.0,0.41,1,44.642,45.212,44.642,120500000.0,1.0,-0.1729999999999947
2007-02-05,45.286,44.999,45.286,44.851,79480000.0,0.64,1,44.815,45.204,44.597,106510000.0,1.0,-0.18299999999999983
2007-02-06,45.352,45.287,45.486,45.038,109400000.0,0.15,1,44.999,45.286,44.851,79480000.0,1.0,-0.28699999999999903
2007-02-07,44.588,45.352,45.425,44.488,114290000.0,-1.68,0,45.287,45.486,45.038,109400000.0,1.0,-0.06499999999999773
2007-02-08,44.892,44.585,44.892,44.07,124660000.0,0.68,1,45.352,45.425,44.488,114290000.0,0.0,0.7639999999999958
2007-02-09,44.284,44.894,45.05,44.18,133300000.00000001,-1.35,0,44.585,44.892,44.07,124660000.0,1.0,-0.30700000000000216
2007-02-12,43.935,44.286,44.464,43.85,94840000.0,-0.79,0,44.894,45.05,44.18,133300000.00000001,0.0,0.6099999999999994
2007-02-13,45.197,43.932,45.197,43.932,116710000.0,2.87,1,44.286,44.464,43.85,94840000.0,0.0,0.3509999999999991
2007-02-14,45.996,45.198,46.106,45.198,232270000.0,1.77,1,43.932,45.197,43.932,116710000.0,1.0,-1.2650000000000006
2007-02-15,45.955,45.996,46.178,45.734,140010000.0,-0.09,0,45.198,46.106,45.198,232270000.0,1.0,-0.7980000000000018
2007-02-16,45.849,45.955,45.966,45.614,107390000.0,-0.23,0,45.996,46.178,45.734,140010000.0,0.0,0.04100000000000392
2007-02-20,45.849,45.955,45.966,45.614,107390000.0,0.0,0,45.955,45.966,45.614,107390000.0,0.0,0.10600000000000165
2007-02-21,46.09,45.849,46.095,45.558,73070000.0,0.53,1,45.955,45.966,45.614,107390000.0,0.0,0.10600000000000165
2007-02-22,46.452,46.097,46.752,46.097,121580000.0,0.79,1,45.849,46.095,45.558,73070000.0,1.0,-0.24100000000000676
2007-02-23,46.016,46.452,46.517,45.813,76530000.0,-0.94,0,46.097,46.752,46.097,121580000.0,1.0,-0.3549999999999969
2007-02-26,46.207,46.021,46.45,45.885,94900000.0,0.42,1,46.452,46.517,45.813,76530000.0,0.0,0.43599999999999994
2007-02-27,43.145,46.19,46.19,42.571,189350000.0,-6.63,0,46.021,46.45,45.885,94900000.0,1.0,-0.18599999999999994
2007-02-28,43.892,43.15,43.923,43.122,176100000.0,1.73,1,46.19,46.19,42.571,189350000.0,0.0,3.0449999999999946
2007-03-01,43.517,43.886,43.886,42.037,131229999.99999999,-0.85,0,43.15,43.923,43.122,176100000.0,1.0,-0.7420000000000044
2007-03-02,42.37,43.518,43.518,42.297,199570000.0,-2.64,0,43.886,43.886,42.037,131229999.99999999,0.0,0.3689999999999998
2007-03-05,41.179,42.37,42.37,41.117,123680000.0,-2.81,0,43.518,43.518,42.297,199570000.0,0.0,1.1480000000000032
2007-03-06,43.218,41.192,43.218,41.192,119200000.0,4.95,1,42.37,42.37,41.117,123680000.0,0.0,1.1909999999999954
2007-03-07,42.667,43.224,43.396,42.66,128350000.0,-1.27,0,41.192,43.218,41.192,119200000.0,1.0,-2.0260000000000034
2007-03-08,43.466,42.672,43.726,42.672,85350000.0,1.87,1,43.224,43.396,42.66,128350000.0,0.0,0.556999999999995
2007-03-09,44.133,43.466,44.173,43.466,129009999.99999999,1.53,1,42.672,43.726,42.672,85350000.0,1.0,-0.794000000000004
2007-03-12,44.249,44.133,44.406,43.845,116190000.0,0.26,1,43.466,44.173,43.466,129009999.99999999,1.0,-0.6670000000000016
2007-03-13,42.749,44.249,44.249,42.724,159220000.0,-3.39,0,44.133,44.406,43.845,116190000.0,1.0,-0.11599999999999966
2007-03-14,43.288,42.749,43.29,42.051,160330000.0,1.26,1,44.249,44.249,42.724,159220000.0,0.0,1.5
2007-03-15,43.278,43.289,43.573,42.951,136950000.0,-0.02,0,42.749,43.29,42.051,160330000.0,1.0,-0.5389999999999944
2007-03-16,42.73,43.278,43.568,42.598,112350000.0,-1.27,0,43.289,43.573,42.951,136950000.0,0.0,0.011000000000002785
2007-03-19,43.713,42.734,43.714,42.734,142700000.0,2.3,1,43.278,43.568,42.598,112350000.0,0.0,0.5480000000000018
2007-03-20,44.351,43.713,44.353,43.679,165680000.0,1.46,1,42.734,43.714,42.734,142700000.0,1.0,-0.9789999999999992
2007-03-21,45.631,44.35,45.631,44.35,201400000.0,2.89,1,43.713,44.353,43.679,165680000.0,1.0,-0.6379999999999981
2007-03-22,45.424,45.631,45.95,45.272,139700000.0,-0.45,0,44.35,45.631,44.35,201400000.0,1.0,-1.2809999999999988
2007-03-23,45.533,45.425,45.759,45.168,82310000.0,0.24,1,45.631,45.95,45.272,139700000.0,0.0,0.20700000000000074
2007-03-26,45.645,45.533,45.712,44.965,78420000.0,0.25,1,45.425,45.759,45.168,82310000.0,1.0,-0.10800000000000409
2007-03-27,45.207,45.646,45.646,45.143,95100000.0,-0.96,0,45.533,45.712,44.965,78420000.0,1.0,-0.11200000000000188
2007-03-28,44.484,45.204,45.204,44.315,132180000.0,-1.6,0,45.646,45.646,45.143,95100000.0,0.0,0.43900000000000006
2007-03-29,45.355,44.493,45.57,44.493,134400000.0,1.96,1,45.204,45.204,44.315,132180000.0,0.0,0.7199999999999989
2007-03-30,45.805,45.355,45.805,45.138,124970000.0,0.99,1,44.493,45.57,44.493,134400000.0,1.0,-0.8619999999999948
2007-04-02,45.597,45.805,45.805,45.225,141630000.0,-0.45,0,45.355,45.805,45.138,124970000.0,1.0,-0.45000000000000284
2007-04-03,46.288,45.601,46.481,45.601,208960000.0,1.52,1,45.805,45.805,45.225,141630000.0,0.0,0.2079999999999984
2007-04-04,46.554,46.29,46.692,46.113,121560000.0,0.57,1,45.601,46.481,45.601,208960000.0,1.0,-0.6869999999999976
2007-04-05,46.647,46.555,46.767,46.418,113830000.0,0.2,1,46.29,46.692,46.113,121560000.0,1.0,-0.2640000000000029
2007-04-09,46.855,46.65,47.239,46.65,124570000.0,0.45,1,46.555,46.767,46.418,113830000.0,1.0,-0.09199999999999875
2007-04-10,47.174,46.855,47.234,46.822,165430000.0,0.68,1,46.65,47.239,46.65,124570000.0,1.0,-0.2049999999999983
2007-04-11,46.939,47.173,47.573,46.68,169050000.0,-0.5,0,46.855,47.234,46.822,165430000.0,1.0,-0.3190000000000026
2007-04-12,47.347,46.941,47.389,46.506,117210000.0,0.87,1,47.173,47.573,46.68,169050000.0,0.0,0.23400000000000176
2007-04-13,47.926,47.347,47.968,47.267,122910000.0,1.22,1,46.941,47.389,46.506,117210000.0,1.0,-0.4059999999999988
2007-04-16,48.921,47.925,49.022,47.925,155060000.0,2.08,1,47.347,47.968,47.267,122910000.0,1.0,-0.5790000000000006
2007-04-17,48.755,48.923,49.156,48.631,140110000.0,-0.34,0,47.925,49.022,47.925,155060000.0,1.0,-0.9960000000000022
2007-04-18,48.71,48.76,49.339,48.456,190930000.0,-0.09,0,48.923,49.156,48.631,140110000.0,0.0,0.16799999999999926
2007-04-19,48.762,48.705,48.837,47.917,168340000.0,0.11,1,48.76,49.339,48.456,190930000.0,0.0,0.04999999999999716
2007-04-20,49.408,48.763,49.459,48.763,155980000.0,1.32,1,48.705,48.837,47.917,168340000.0,1.0,-0.05700000000000216
2007-04-23,49.162,49.409,49.477,49.097,84800000.0,-0.5,0,48.763,49.459,48.763,155980000.0,1.0,-0.6450000000000031
2007-04-24,49.071,49.162,49.259,48.602,85150000.0,-0.19,0,49.409,49.477,49.097,84800000.0,0.0,0.2469999999999999
2007-04-25,49.676,49.072,49.816,49.072,139460000.0,1.23,1,49.162,49.259,48.602,85150000.0,0.0,0.09100000000000108
2007-04-26,49.068,49.678,49.856,49.06,130520000.00000001,-1.22,0,49.072,49.816,49.072,139460000.0,1.0,-0.6039999999999992
2007-04-27,49.23,49.067,49.232,48.311,97450000.0,0.33,1,49.678,49.856,49.06,130520000.00000001,0.0,0.6099999999999994
2007-04-30,48.956,49.222,49.482,48.744,155710000.0,-0.56,0,49.067,49.232,48.311,97450000.0,1.0,-0.1629999999999967
2007-05-02,49.472,48.955,49.63,48.953,82440000.0,1.05,1,49.222,49.482,48.744,155710000.0,0.0,0.26599999999999824
2007-05-03,50.218,49.472,50.318,49.472,61500000.0,1.51,1,48.955,49.63,48.953,82440000.0,1.0,-0.517000000000003
2007-05-04,50.598,50.218,50.898,50.218,48750000.0,0.76,1,49.472,50.318,49.472,61500000.0,1.0,-0.7460000000000022
2007-05-07,50.282,50.591,50.618,50.154,30580000.0,-0.62,0,50.218,50.898,50.218,48750000.0,1.0,-0.37999999999999545
2007-05-08,50.278,50.276,50.369,49.526,58600000.0,-0.01,0,50.591,50.618,50.154,30580000.0,0.0,0.3090000000000046
2007-05-09,51.3,50.277,51.369,50.149,129550000.00000001,2.03,1,50.276,50.369,49.526,58600000.0,0.0,-0.001999999999995339
2007-05-10,50.235,51.298,51.298,50.205,183380000.0,-2.08,0,50.277,51.369,50.149,129550000.00000001,1.0,-1.0229999999999961
2007-05-11,50.902,50.235,51.083,50.235,146070000.0,1.33,1,51.298,51.298,50.205,183380000.0,0.0,1.0630000000000024
2007-05-14,50.511,50.91,51.066,50.298,82390000.0,-0.77,0,50.235,51.083,50.235,146070000.0,1.0,-0.6670000000000016
2007-05-15,50.518,50.511,51.042,50.37,88110000.0,0.01,1,50.91,51.066,50.298,82390000.0,0.0,0.3989999999999938
2007-05-16,51.738,50.518,51.738,50.518,154950000.0,2.41,1,50.511,51.042,50.37,88110000.0,1.0,-0.006999999999997897
